# ----------------------------------------
# 페이지 및 화면: 페이지 제목 및 화면 클래스
# 계정: Blog
# 속성: zucca100
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20260401
# 종료일: 20260805
페이지 제목 및 화면 클래스,세션 소스/매체,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
HP 프린터 고객지원 - 드라이버 다운로드,(direct) / (none),11,10,1.1,19.9,77,0,0.049624
HP프린터 드라이버 다운로드 바로가기 - 더픽,m.search.naver.com / referral,11,9,1.2222222222222223,5.444444444444445,79,0,0.099416
K패스 등록 발급방법 기간 은행 등록방법 기준 조건 - 더픽,(direct) / (none),11,10,1.1,25.5,34,0,0.000656
SBTI테스트 바로가기 - 더픽,m.search.naver.com / referral,11,7,1.5714285714285714,6.428571428571429,76,0,0.085432
WBC 한국 중계 일정 채널 시간 바로가기 - 더픽,(direct) / (none),11,9,1.2222222222222223,4.222222222222222,58,0,0.087806
ezPDF Editor 3.0 다운로드 - 더픽,m.search.naver.com / referral,11,8,1.375,6.75,80,0,0.119662
sbs 고객센터 전화번호 상담원연결 영업시간 - 더픽,paxnet.co.kr / referral,11,10,1.1,11.4,80,0,1.496029
tvN편성표 tvNstory편성표 tvNsports편성표 온에어 실시간 라이브 바로가기 - 더픽,naver / organic,11,9,1.2222222222222223,8.444444444444445,83,0,0.054676
가평 청리움 예약 방법 숙소 가격 사이트 바로가기 - 더픽,paxnet.co.kr / referral,11,9,1.2222222222222223,60.888888888888886,57,0,0.415746
각 은행별 고유가 피해지원금 신청 바로가기,(direct) / (none),11,6,1.8333333333333333,5.666666666666667,48,0,0.080011
개별지 공시지가 조회하기 - 더픽,(direct) / (none),11,10,1.1,3.2,70,0,0.125337
"겜스고(GamsGo) 프로모션 코드 TA9Y3 - 유튜브 프리미엄, 넷플릭스 최저가",naver / organic,11,8,1.375,0,28,0,0
경동택배 배송조회 방문수거 바로가기 - 더픽,contents.premium.naver.com / referral,11,11,1,5.545454545454546,83,0,0.043366
고혼진 화장품 매장 위치 구매 바로가기 - 더픽,(direct) / (none),11,10,1.1,14.1,91,0,0.778295
교육급여 바우처 홈페이지 바로가기 (e-voucher.kosaf.go.kr) - 더픽,m.search.naver.com / referral,11,7,1.5714285714285714,28.428571428571427,74,0,0.51687
금융결제원 고객센터 바로가기 - 더픽,(direct) / (none),11,11,1,1.9090909090909092,82,0,0.376823
기아 고객센터 바로가기 - 더픽,(direct) / (none),11,11,1,4.818181818181818,69,0,0.110007
기업은행 앱 설치 다운로드 바로가기 - 더픽,(direct) / (none),11,10,1.1,3.9,67,0,1.047324
네이버 지도 앱 다운로드 바로가기 - 더픽,m.search.naver.com / referral,11,11,1,9.545454545454545,87,0,0.953503
대전 간호사 채용 정보: 을지대 충남대 성모병원 합격 전략 - 더픽,(direct) / (none),11,11,1,11.818181818181818,80,0,0.01041
더픽 - 더픽,paxnet.co.kr / referral,11,4,2.75,26,35,0,0.002545
레딜 전자담배 판매점 구매처 바로가기 - 더픽,naver / organic,11,10,1.1,11.1,95,0,0.2509
로또 온라인 구매 | 동행복권 어플 다운로드 | 복똑방 앱 다운로드 - 더픽,naver / organic,11,10,1.1,30.7,121,0,0.136426
로켓아이템땡스 로켓시스템 써봤는데... 진짜 빠르네? 솔직 후기 - 더픽,m.search.naver.com / referral,11,11,1,30.363636363636363,105,0,0.066662
망고비데 고객센터 as센터 바로가기 - 더픽,(direct) / (none),11,10,1.1,1.3,70,0,0.178171
메가박스 홈페이지 바로가기 - 더픽,(direct) / (none),11,9,1.2222222222222223,1.7777777777777777,64,0,0.438605
메가커피 메뉴판 정보 및 칼로리 정보 바로가기 - 더픽,naver / organic,11,11,1,3.6363636363636362,86,0,0.004654
무료 웹툰 사이트 바로가기 네이버웹툰 카카오웹툰 리디웹툰 - 더픽,naver / organic,11,11,1,9.454545454545455,80,0,0.022355
바둑 게임 정보 총정리 — 타이젬·피망·넷마블·엠게임·한게임 한눈에 보기 | 주카 비즈,naver / organic,11,1,11,84,32,0,0
"부산 지하철 노선도 바로가기 | 1~4호선, 동해선, 부산김해경전철 네이버 지도 길찾기",(direct) / (none),11,8,1.375,3.375,49,0,0.003678
산업안전포털 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,11,8,1.375,15.875,73,0,1.268635
스토브리그 일본판 SBS 편성 다시보기 - 더픽,(direct) / (none),11,8,1.375,3.625,57,0,0.024087
스팀 고객센터 문의 이메일 전화번호 답변 시간 안내 - 더픽,council.chuncheon.go.kr / referral,11,11,1,7.545454545454546,82,0,0.049211
"시마노 낚시릴 후기 – 솔직하게 밝히는 놀라운 장점과 아쉬운 단점, 구매 전 필독 가이드 - 더픽",m.search.naver.com / referral,11,11,1,35.27272727272727,102,0,0.192616
신한카드 홈페이지 바로가기 - 더픽,(direct) / (none),11,11,1,0,34,0,0
실업급여 신청방법 총정리 — 조건·금액·기간·서류 한눈에 | 주카 비즈,(not set) / cpc,11,2,5.5,41.5,28,0,0
실업급여(구직급여) 신청방법 총정리 — 대상·조건부터 고용24 신청까지 | 생활정보 나침반,(not set) / cpc,11,3,3.6666666666666665,11.333333333333334,29,2,0
아이템매니아 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,11,6,1.8333333333333333,6.666666666666667,62,0,0.071018
아이템매니아 홈페이지 바로가기 - 더픽,naver / organic,11,10,1.1,3.9,83,0,0.048889
알리 익스프레스 고객센터 바로가기 - 더픽,(direct) / (none),11,9,1.2222222222222223,2.888888888888889,61,0,0.23812
알툴즈 설치 & 다운로드 바로가기 - 더픽,google / organic,11,8,1.375,2.75,28,0,0
에어부산 고객센터 바로가기 - 더픽,naver / organic,11,11,1,75.81818181818181,94,0,0.112735
에이스침대 매장위치 바로가기 - 더픽,(direct) / (none),11,11,1,7.909090909090909,68,0,0.137294
엡손 프린터 드라이버 다운로드 설치 방법 바로가기 - 더픽,(direct) / (none),11,10,1.1,11.4,82,0,0.125973
여의도 봄꽃축제 바로가기 - 더픽,(direct) / (none),11,7,1.5714285714285714,27,49,0,0.181148
"연말정산 교복비, 간소화 서비스에 없다면? 1인당 최대 7만원 환급받는 필수 서류 챙기기 - 더픽",naver / organic,11,11,1,72.18181818181819,107,0,0.016717
요술진공냄비 인포벨 애드크로스 구매하기 - 더픽,(direct) / (none),11,9,1.2222222222222223,2.6666666666666665,63,0,0.008301
인구감소지역 인구감소특별지역 정리 - 더픽,naver / organic,11,11,1,38.09090909090909,110,0,0.016202
일드맥스 ETF 양도세 헷지 전략 완벽 가이드 | 손익통산으로 절세하는 방법 - 더픽,(direct) / (none),11,10,1.1,14.7,67,0,0.021197
임신 사전건강관리 지원 바로가기 - 더픽,(direct) / (none),11,7,1.5714285714285714,5.714285714285714,60,0,0.043156
장기주택저당차입금 소득공제 조건 총정리 | 2026 연말정산 최대 2000만원 환급받는 법 - 더픽,m.search.naver.com / referral,11,9,1.2222222222222223,166.33333333333334,75,0,0.019412
중소기업 취업자 소득세 감면신청서 작성방법 (나이/기간 자동 계산기 포함) | 서류 다운로드 - 더픽,naver / organic,11,9,1.2222222222222223,9.777777777777779,91,0,0.032545
지방선거 개표방송 개표시간 2026 제9회 지방선거 개표방송 보기 - 더픽,brunch.co.kr / referral,11,10,1.1,17.6,110,0,0.157457
지방선거 알바 2026 신청 방법 자격 일당 - 더픽,brunch.co.kr / referral,11,10,1.1,23.4,73,0,0.084316
직장인 종합소득세 신고 환급금 조회하기 - 더픽,(direct) / (none),11,9,1.2222222222222223,10.777777777777779,53,0,0.081367
차즘 고객센터 전화번호 장기렌트 리스 영업시간 상담원 연결 - 더픽,brunch.co.kr / referral,11,10,1.1,9.4,94,0,0.057902
차즘 장기렌트 리스 후기 - 더픽,(direct) / (none),11,10,1.1,7.6,55,0,0.192331
카카오 자동차보험 바로가기 - 더픽,m.search.naver.com / referral,11,10,1.1,8.9,80,0,0.197284
케이카 고객센터 바로가기 - 더픽,(direct) / (none),11,10,1.1,9.8,51,0,0.205138
토스뱅크 잔고증명서 발급 출력 pdf - 더픽,(direct) / (none),11,11,1,10.909090909090908,75,0,0.083898
토지거래허가 조회 신청 서류 불허 토지거래허가제 안내 - 더픽,(direct) / (none),11,10,1.1,11.7,66,0,0.034314
티켓베이 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,11,11,1,2.4545454545454546,72,0,0.061818
페이스북 고객센터 바로가기 - 더픽,naver / organic,11,11,1,6.909090909090909,87,0,0.018613
페이지가 없습니다. - 더픽,running-guarantee9.tistory.com / referral,11,9,1.2222222222222223,5,72,0,0.037999
페이코 고객센터 바로가기 - 더픽,naver / organic,11,11,1,3.272727272727273,84,0,0.029167
핏크닉 고객센터 바로가기 - 더픽,(direct) / (none),11,7,1.5714285714285714,5.857142857142857,76,0,0.137388
하이드레이션 뜻 하이드레이션 브레이크 의미 - 더픽,(direct) / (none),11,11,1,37.18181818181818,42,0,0.00019
한경희 냉풍기 솔직 후기한경희 타워형 냉풍기 가정용 이동식 에어컨 냉방기 솔직 후기한경희 냉풍기 솔직 후기 - 더픽,m.search.naver.com / referral,11,10,1.1,16.2,85,0,0.00765
한국투자증권 고객센터 바로가기 - 더픽,(direct) / (none),11,9,1.2222222222222223,6.222222222222222,83,0,0.464061
한메일 로그인 바로가기 - 더픽,brunch.co.kr / referral,11,11,1,18.454545454545453,94,0,0.343977
한컴 고객센터 바로가기 - 더픽,m.search.naver.com / referral,11,11,1,16.636363636363637,85,0,0.315725
한화이글스 2026 시즌권 구매하기 - 더픽,(direct) / (none),11,10,1.1,9.4,65,0,0.051525
해랑열차 예약 가격 코스 후기 4인실 2인 가격 일정 2인실 예약 사이트 바로가기 - 더픽,playtherapy.or.kr / referral,11,9,1.2222222222222223,38.44444444444444,75,0,0.304521
홈플러스 문화센터 수강신청 여름학기 일정 전국 지점 - 더픽,(direct) / (none),11,11,1,0.6363636363636364,66,0,0.045051
황인범 인스타 주소 인스타그램 바로가기 - 더픽,(not set),11,52,0.21153846153846154,10.557692307692308,51,0,0.000751
"2026 대학입시정보 사이트 추천 - 오르비, ebs, 진학사, 커리어넷, 대학어디가 - 더픽",m.search.naver.com / referral,10,9,1.1111111111111112,8.777777777777779,88,0,0.048736
2026 수능성적 온라인 조회 완벽 가이드 | 성적표 출력부터 인증 방법까지 - 더픽,m.search.naver.com / referral,10,8,1.25,55.5,85,0,0.061556
2026 장마기간 기상청 공식 예보 확인하기 - 더픽,brunch.co.kr / referral,10,9,1.1111111111111112,9.555555555555555,87,0,0.099571
2026년 연말정산 환급금 조회법| 네이버페이 연말정산 모의계산으로 1분 만에 해결하기 - 더픽,m.search.naver.com / referral,10,10,1,6.8,68,0,0.19485
2026년 직무별·연차별 평균 연봉 총정리 (연봉 협상 전 필독) - 더픽,(direct) / (none),10,10,1,15.7,43,0,0.001806
2026년 튼튼머니 사업 시작! 운동하고 최대 5만 포인트 챙기세요 - 더픽,m.search.naver.com / referral,10,9,1.1111111111111112,23.555555555555557,90,0,0.137694
21세기 대군부인 ott 다시보기 - 더픽,m.search.naver.com / referral,10,7,1.4285714285714286,4.857142857142857,72,0,0.049454
How to Watch BTS Comeback Live ‘ARIRANG’ on Netflix - 더픽,(direct) / (none),10,9,1.1111111111111112,2.6666666666666665,48,0,0.00136
"K패스·자동차세·통신비 환급금 조회 총정리 — 납부, 환급, 미환급금 찾기 | 주카 비즈",shield-ui.nsa-front-end.svc.pr1.io.navercorp.com / referral,10,2,5,33.5,19,0,0
K패스환급 지급일·카드사별 지급방식 총정리 | 생활정보 나침반,(not set) / cpc,10,1,10,31,20,0,0
LG에어컨 고객센터 바로가기 - 더픽,m.search.naver.com / referral,10,9,1.1111111111111112,9.777777777777779,72,0,0.201055
SC제일은행 고객센터 바로가기 - 더픽,m.search.naver.com / referral,10,9,1.1111111111111112,5.444444444444445,52,0,0.203422
ena 편성표 온에어 바로가기 - 더픽,google / organic,10,8,1.25,1.25,14,0,0
"zucca, 더픽의 작성자",m.search.naver.com / referral,10,10,1,10.4,83,0,0.216616
가비아 고객센터 바로가기 - 더픽,(direct) / (none),10,10,1,3.7,75,0,0.036745
강동헤리티지자이 청약 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,3.111111111111111,55,0,0.055333
건강검진 내시경 가격 비교 여기서! - 더픽,m.search.naver.com / referral,10,10,1,35.7,92,0,0.069291
견적서 양식 무료 다운로드 엑셀 한글 워드 pdf - 더픽,brunch.co.kr / referral,10,9,1.1111111111111112,5.222222222222222,73,0,0.129535
경기도 청년복지포인트 신청방법 대상 서류 신청기간 - 더픽,m.search.naver.com / referral,10,9,1.1111111111111112,34.666666666666664,68,0,0.047615
경기도청 홈페이지 바로가기 - 더픽,(direct) / (none),10,8,1.25,3,55,0,0.485255
경남 4050 필독! 경남도민연금 신청하고 240만원 공짜로 챙기는 법 - 더픽,(direct) / (none),10,7,1.4285714285714286,25.714285714285715,77,0,0.165841
공무원 직렬 완벽 가이드 - 나에게 맞는 직렬 찾기 - 더픽,m.search.naver.com / referral,10,8,1.25,46,81,0,0.025597
공영주차장 차량5부제 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,5.888888888888889,44,0,0.022022
국민청원 청원24 사이트 바로가기 - 더픽,(direct) / (none),10,10,1,33.7,64,0,0.939833
국민체력100 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,2.111111111111111,47,0,0.151904
나는솔로 32기 인스타 모음 - 더픽,bing / organic,10,9,1.1111111111111112,4.444444444444445,70,0,0.010498
네스프레소 서비스센터 as 수리 접수 위치 전화번호 바로가기 - 더픽,brunch.co.kr / referral,10,10,1,15,92,0,0.436845
농협공판장 온라인 경매 플랫폼 바로가기 - 더픽,naver / organic,10,8,1.25,13.25,55,0,0.154732
다올디지털뱅크 다올저축은행 고객센터 앱 다운로드 - 더픽,(direct) / (none),10,7,1.4285714285714286,1.5714285714285714,49,0,0.111579
대구 치맥페스티벌 예매 사전예약 일정 방법 가격 라인업 - 더픽,(direct) / (none),10,9,1.1111111111111112,42.111111111111114,53,0,0.04688
대입정보포털 대학어디가 바로가기 - 더픽,m.search.naver.com / referral,10,7,1.4285714285714286,4,57,0,0.034982
대한민국 오스트리아 평가전 실시간 중계 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,4.777777777777778,79,0,0.337197
더불어민주당 당원가입 신청 바로가기 - 더픽,dable / referral,10,2,5,89.5,61,0,2.536131
더픽 - 더픽,kamhat.or.kr / referral,10,4,2.5,13.75,29,0,0.001208
더픽 - 더픽,taboola.lightning.force.com / referral,10,1,10,71,41,0,0.00179
메타몽 놀이터 예약 굿즈 성수 서울숲 방법 - 더픽,(direct) / (none),10,9,1.1111111111111112,2.2222222222222223,41,0,0.003152
무명전설 투표하기 - 더픽,google / organic,10,8,1.25,0.125,18,0,0.000299
부모님 건강보험 피부양자 등록 방법 서류 조회 조건 바로가기 - 더픽,gpsports.or.kr / referral,10,9,1.1111111111111112,42.77777777777778,89,0,0.168104
비짓재팬 등록방법 동반가족 큐알 비자 국가명 전화번호 바로가기 - 더픽,(direct) / (none),10,10,1,2.1,40,0,0.011454
사과게임 링크·멀티 게임 총정리 — 하는 법부터 점수 공략까지 | 주카 비즈,(not set) / cpc,10,2,5,16.5,19,0,0
사냥개들2 등장인물 몇 부작 넷플릭스 보러가기 - 더픽,m.search.naver.com / referral,10,10,1,7,63,0,0.13804
사이클해커스 고객센터 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,2.2222222222222223,53,0,0.169854
사이클해커스 고객센터 바로가기 - 더픽,naver / organic,10,9,1.1111111111111112,10.444444444444445,91,0,0.091849
삼성라이온즈몰 어센틱샵 유니폼 오프라인 사이트 바로가기 - 더픽,brunch.co.kr / referral,10,8,1.25,3.25,61,0,0.295267
삼성애니카 긴급출동 바로가기 - 더픽,(direct) / (none),10,10,1,4.8,64,0,0.164911
삼성증권 고객센터 바로가기 - 더픽,m.search.naver.com / referral,10,10,1,5.3,58,0,0.05775
삼성화재 고객센터 바로가기 - 더픽,m.search.naver.com / referral,10,10,1,7.4,75,0,0.216964
삼천리 도시가스 조회 방법 및 전입전출 신고 (+고객센터 바로가기) - 더픽,(direct) / (none),10,9,1.1111111111111112,8.777777777777779,62,0,0.296159
상속세계산기 5억 1억 사이트 기준 홈택스 바로가기 - 더픽,(direct) / (none),10,9,1.1111111111111112,4.222222222222222,68,0,0.178406
생리용품 그냥드림 공공생리대 그냥드림사업 생리대 위치 - 더픽,paxnet.co.kr / referral,10,9,1.1111111111111112,5.555555555555555,69,0,0.199166
서울 3대 마라톤 접수 일정 바로가기 - 더픽,(direct) / (none),10,10,1,3.1,76,0,0.136907
서울국제도서전 2026 예매 방법 일정 주제 티켓 가격 - 더픽,contents.premium.naver.com / referral,10,7,1.4285714285714286,4.285714285714286,83,0,0.104363
스토브리그 일본판 SBS 편성 다시보기 - 더픽,m.search.naver.com / referral,10,6,1.6666666666666667,11.833333333333334,53,0,0.016024
